,center,focus,best_FDC,size,depth
0,Chandra Lakshman,Prithviraj Sukumaran,-0.27981446260150744,9,1
1,Piee,Piee,2.295341625598589,16,1
2,Boris Karloff,Boris Karloff,-1.3834527861158346,6,1
3,Aaron Fronk,Cooper Johnson,1.5595827432557041,14,2
4,Vince DeGaetano,Cooper Johnson,1.5595827432557041,14,2
5,Riya Saira,Riya Saira,1.5595827432557041,14,1
6,Memphis Bleek,Damon Dash,-1.0155733449443922,7,1
7,Omillio Sparks,Damon Dash,0.8238238609128196,12,1
8,Neetu Singh,Neetu Singh,-1.3834527861158346,6,1
9,Pradhuman Singh,Piyush Mishra,-1.0155733449443922,7,1
10,Amy Groening,Matthew Kennedy,-0.6476939037729498,8,1
11,Jim Duggan,Jim Duggan,11.124448213713205,40,1
12,Jack Dishel,Jack Dishel,-1.3834527861158346,6,1
13,Adam Yauch,Adam Horovitz,0.08806497856993488,10,1
14,DJ Jamaika,Matheus Nachtergaele,25.434480809909697,516,5
15,Corinna Beilharz,Corinna Beilharz,0.08806497856993488,10,1
16,Ken Chu,Ken Chu,1.9274621844271465,15,1
17,Lemuel Pelayo,Angeli Bayani,3.398979949112916,19,1
18,Fabio Ide,Fabio Ide,3.398979949112916,19,1
19,Richard Wright,Nick Mason,0.8238238609128196,12,1
20,Carlos Lissardy,Carlos Lissardy,-1.0155733449443922,7,1
21,Fabiana Charlo,Carlos Lissardy,-1.0155733449443922,7,1
22,Ayu Raudah,Ayu Raudah,1.5595827432557041,14,1
23,Miel Bargman,Renzo Cozza,-1.7513322272872769,5,1
24,Renzo Cozza,Renzo Cozza,-1.7513322272872769,5,1
25,Aida Abdel Aziz,Khaled Abol Naga,-1.0155733449443922,7,1
26,Shenthy Feliziana,Shenthy Feliziana,5.60625659614157,25,1
27,Nelydia Senrose,Nelydia Senrose,1.1917033020842618,13,1
28,Nuremy Nadia,Yana Samsudin,4.870497713798685,23,1
29,Mio Yuki,Sota Fukushi,2.295341625598589,16,1
30,Tsuyoshi Ujiki,Tsuyoshi Ujiki,0.08806497856993488,10,1
31,Gustavo Haddad,Fábio Espósito,-2.282708186820667,19,2
32,Ahmed Zeyan,Ahmed Zeyan,-1.0155733449443922,7,1
33,John Scherer,Martin Jarvis,0.4559444197413772,11,2
34,Martin Jarvis,Martin Jarvis,0.4559444197413772,11,1
35,Dean Roland,David Gilmour,4.263219511133187,76,4
36,Ed Roland,David Gilmour,4.263219511133187,76,4
37,Ross Childress,David Gilmour,4.263219511133187,76,5
38,Will Turpin,David Gilmour,4.263219511133187,76,4
39,Sean Leary,Leo Houlding,-0.6476939037729498,8,1
40,Mario Roche,Mario Roche,4.134738831455801,21,1
41,Mickey Hardt,Mickey Hardt,5.238377154970127,24,1
42,Salva Reina,Antonio de la Torre,0.08806497856993488,10,1
43,Ken Anderson,Ken Anderson,8.549292125513109,33,1
44,Pamela Flores,Pamela Flores,-1.3834527861158346,6,1
45,Luciana Acuña,Luciana Acuña,-1.7513322272872769,5,1
46,Merja Larivaara,Merja Larivaara,-0.6476939037729498,8,1
47,David Bryan,Jon Bon Jovi,0.08806497856993488,10,1
48,Richie Sambora,Jon Bon Jovi,0.08806497856993488,10,1
49,Hunter S. Thompson,Hunter S. Thompson,-0.6476939037729498,8,1
50,Nichole Bagby,Nichole Bagby,-1.0155733449443922,7,1
51,Chase Fein,Chase Fein,-1.3834527861158346,6,1
52,Noel Thurman,Noel Thurman,4.502618272627243,22,1
53,Elisabeth Trissenaar,Elisabeth Trissenaar,5.974136037313012,26,1
54,Christine Anglio,Christine Anglio,-1.0155733449443922,7,1
55,Corinne Puget,Christine Anglio,-1.0155733449443922,7,1
56,Jean Paulo Campos,Jean Paulo Campos,-1.3834527861158346,6,1
57,Ioana Anastasia Anton,Ioana Anastasia Anton,-1.3834527861158346,6,1
58,Rimma Markova,Rimma Markova,-1.0155733449443922,7,1
59,Shabnam Darvish,Hamed Behdad,-1.7513322272872769,5,1
60,Alireza Aghakhani,Ali Mosaffa,-1.7513322272872769,5,1
61,Dan Snow,Dan Snow,-1.0155733449443922,7,1
62,Nick Hewitt,Matthew Sweet,0.465877234930967,34,3
63,Kate Mansi,Kate Mansi,3.7668593902843583,20,1
64,Tom Ainsley,Tom Ainsley,0.08806497856993488,10,1
65,Gagan Singh Sethi,Gagan Singh Sethi,-0.27981446260150744,9,1
66,Nitin Goel,Gagan Singh Sethi,-0.27981446260150744,9,2
67,Allison Wolfe,Kathleen Hanna,-1.7513322272872769,5,1
68,Lila Downs,Lila Downs,-0.6476939037729498,8,1
69,Liu Mintao,Sun Min,-0.6476939037729498,8,1
70,Na Renhua,Na Renhua,-0.6476939037729498,8,1
71,Vijay Raghavendra,Vijay Raghavendra,-1.0155733449443922,7,1
72,Jeanette Capocci,Jojje Jönsson,-1.0155733449443922,7,1
73,Jacqueline Ramel,Joel Kinnaman,-0.27981446260150744,9,1
74,Louis Klamroth,Peter Lohmeyer,-1.0155733449443922,7,1
75,Nello Mascia,Toni Servillo,-1.0155733449443922,7,1
76,Hanna Sjögren,Jenny Lampa,-1.7513322272872769,5,1
77,Bertram Engel,Rufus Beck,-1.0155733449443922,7,1
78,John Conor Brooke,Michael Nathanson,0.8238238609128196,12,1
79,Mamrie Hart,Grace Helbig,-1.0155733449443922,7,1
80,Julia Schneider,Julia Schneider,-1.0155733449443922,7,1
81,Landy Cannon,Julia Schneider,-1.0155733449443922,7,1
82,Hecni Valle,Hecni Valle,-2.119211668458719,4,1
83,Nick Prosser,Nick Prosser,0.4559444197413772,11,1
84,Audrey Fang,Audrey Fang,2.295341625598589,16,1
85,Riley Monthey,Jim Thorburn,20.948890343254575,87,3
86,Elissa Knight,Ben Burtt,-1.0155733449443922,7,1
87,Robert Bear,Robert Milo Andrus,-1.7513322272872769,5,1
88,Matthew Pohlkamp,Matthew Pohlkamp,6.342015478484454,27,1
89,Joana Pais de Brito,Miguel Borges,4.485931349039708,113,4
90,Liam Payne,Louis Tomlinson,-0.6476939037729498,8,1
91,Niall Horan,Louis Tomlinson,2.295341625598589,16,1
92,Ashley Artus,Ashley Artus,0.4559444197413772,11,1
93,Akash Santhosh,Gourav Menon,-0.6476939037729498,8,1
94,Arie Kriting,Kemal Palevi,1.1917033020842618,13,1
95,Altaf Hyder,Adnan Sajid Khan,-0.27981446260150744,9,1
96,Sruthi Lakshmi,Suresh Gopi,1.1917033020842618,13,1
97,Christoph Süß,Bernadette Heerwagen,0.8238238609128196,12,1
98,Sabine Bohlmann,Stefan Günther,-1.7513322272872769,5,1
99,Stefan Günther,Stefan Günther,-1.7513322272872769,5,1
100,Joe Stevenson,Georges St-Pierre,16.64263983128484,55,1
101,Quinton Jackson,Georges St-Pierre,16.64263983128484,55,1
102,Dustin Hazelett,Dustin Hazelett,7.445653801998781,30,1
103,Kenny Florian,Georges St-Pierre,16.64263983128484,55,1
104,Thiago Alves,Thiago Alves,17.010519272456282,56,1
105,Wanderlei Silva,Georges St-Pierre,16.64263983128484,55,1
106,Mark Coleman,Mark Coleman,16.274760390113396,54,1
107,B.J. Penn,B.J. Penn,14.803242625427627,50,1
108,Stephan Bonnar,Stephan Bonnar,14.803242625427627,50,1
109,Thiago Silva,Matt Serra,14.803242625427627,50,1
110,Nathan Marquardt,Matt Serra,14.803242625427627,50,1
111,Matt Serra,Matt Serra,14.803242625427627,50,1
112,Mirko Filipovic,Mirko Filipovic,14.803242625427627,50,1
113,Terry Brunk,Terry Brunk,8.91717156668455,34,1
114,Tatum Miranda,Tatum Miranda,0.4559444197413772,11,1
115,Christopher Saunders,Marianela Núñez,-1.3834527861158346,6,1
116,Lachlan Gillespie,Jeff Fatt,-0.839233116359436,20,2
117,Alexandre Nguyen,Alexandre Nguyen,1.5595827432557041,14,1
118,Barbara Lessin,Brinke Stevens,-1.3834527861158346,6,1
119,Paul McCloskey,Brinke Stevens,-1.3834527861158346,6,1
120,Ryan Tiene,Shaun White,2.774164230439572,111,4
121,Albert Payne,Anna Maria Mühe,40.60783791913385,185,4
122,Bernard Bouillon,Anna Maria Mühe,40.60783791913385,185,4
123,Jean-Pierre Yvars,Anna Maria Mühe,40.60783791913385,185,5
124,Sarah Bazri,Anna Maria Mühe,40.60783791913385,185,4
125,Andy Fletcher,Dave Gahan,0.4559444197413772,11,1
126,Christian Eigner,Dave Gahan,0.4559444197413772,11,1
127,Emppu Vuorinen,Tuomas Lauri Johannes Holopainen,-4.168463725791152,10,2
128,Jukka Nevalainen,Tuomas Lauri Johannes Holopainen,-4.168463725791152,10,2
129,Marco Hietala,Tuomas Lauri Johannes Holopainen,-4.168463725791152,10,2
130,Tarja Turunen,Quinn Lord,10.423284694382756,100,4
131,Almeno Gonçalves,António Melo,0.08806497856993488,10,2
132,António Melo,António Melo,0.08806497856993488,10,1
133,Alex Rivera,Alex Rivera,-1.0155733449443922,7,1
134,Aparna Sen,Konkona Sen Sharma,0.4559444197413772,11,1
135,Chaisiri Jiwarangsan,Chaisiri Jiwarangsan,-1.0155733449443922,7,1
136,Peerapong Chalermyothin,Sakda Kaewbuadee,2.1373003639960535,68,4
137,Kittipong Khamsat,Kittipong Khamsat,-0.6476939037729498,8,1
138,Natee Aekwijit,Kittipong Khamsat,-0.6476939037729498,8,1
139,Suranan Chumtaratorn,Suranan Chumtaratorn,-0.6476939037729498,8,1
140,Beth Orton,Beth Orton,-1.3834527861158346,6,1
141,Ben Cole,Ben Cole,5.238377154970127,24,1
142,Guntbert Warns,Guntbert Warns,3.398979949112916,19,1
143,Sohini Sarkar,Sohini Sarkar,-0.27981446260150744,9,1
144,Jaclyn DeSantis,Jaclyn DeSantis,6.709894919655897,28,1
145,Adriana DeMeo,Adriana DeMeo,6.342015478484454,27,1
146,Fridtjof Tangen,Jonas Hoff Oftebro,0.4559444197413772,11,2
147,Lina Sørlie Strand,Jonas Hoff Oftebro,0.4559444197413772,11,2
148,Petter Westlund,Jonas Hoff Oftebro,0.4559444197413772,11,2
149,Shari,Ann Augustine,-0.6476939037729498,8,1
150,Marguerite McNeil,Marguerite McNeil,-1.3834527861158346,6,1
151,Eina Azman,Eina Azman,4.502618272627243,22,1
152,Madoka Asai,Rakuto Tochihara,4.870497713798685,23,2
153,Farisya Fatin,Farisya Fatin,3.7668593902843583,20,1
154,Eddy Rauf Afro,Zalif Sidek,4.134738831455801,21,1
155,Siti Aziz,Yana Samsudin,3.0311005079414737,18,1
156,Preeti Nigam,Preeti Nigam,0.08806497856993488,10,1
157,Dieudonné Kabongo,Isaka Sawadogo,-1.3834527861158346,6,1
158,Rake Yohn,Brandon DiCamillo,0.8238238609128196,12,1
159,Chad Ginsburg,Chad Ginsburg,0.8238238609128196,12,1
160,Don Vito,Brandon DiCamillo,-1.3834527861158346,6,1
161,Nittha Jirayungyurn,Chantavit Dhanasevi,-1.3834527861158346,6,1
162,Kate Lindsey,Kate Lindsey,4.502618272627243,22,1
163,Eugene Cernan,Alan Bean,-1.0155733449443922,7,1
164,Nicky Langley,Free Souffriau,-0.27981446260150744,9,1
165,Andrea Deck,Christian McKay,-1.3834527861158346,6,1
166,Ben Cura,Ben Cura,2.295341625598589,16,1
167,Tricia Cast,Tricia Cast,-1.3834527861158346,6,1
168,Halla Vilhjálmsdóttir,Halla Vilhjálmsdóttir,0.4559444197413772,11,1
169,Jack Rebney,Jack Rebney,-1.3834527861158346,6,1
170,Beate Abraham,Beate Abraham,3.398979949112916,19,1
171,Jordi Savall,Jordi Savall,1.9274621844271465,15,1
172,Manfredo Kraemer,Maria Guleghina,11.758679414516514,78,3
173,Marc Hantai,Maria Guleghina,11.758679414516514,78,3
174,Julie Hesmondhalgh,Fisayo Akinade,-3.7544727711146098,13,2
175,Heather Chase,Heather Chase,1.9274621844271465,15,1
176,Rory Scovel,Rory Scovel,1.9274621844271465,15,1
177,Mike Williams,John Wells,5.976097317970105,55,4
178,Rick D. Smith,John Wells,5.976097317970105,55,4
179,Wendy Aaron,John Wells,5.976097317970105,55,4
180,Anne Steffens,Anne Steffens,0.08806497856993488,10,1
181,Thibault Sauvaige,Anne Steffens,0.08806497856993488,10,2
182,Danny Rhodes,Joe Swanberg,-1.0155733449443922,7,1
183,Angelika Böttiger,Carmen-Maja Antoni,-1.3834527861158346,6,1
184,Bernhard Helfrich,Mona Freiberg,-0.6476939037729498,8,1
185,Kristina Helfrich,Mona Freiberg,-1.3834527861158346,6,1
186,Rupert Pointvogl,Mona Freiberg,-1.3834527861158346,6,1
187,Magno Farwell,Magno Farwell,0.4559444197413772,11,1
188,Paul Zanone,Stephanie Beaton,0.08806497856993488,10,1
189,Govardhan B.K,Govardhan B.K,-0.6476939037729498,8,1
190,Michael Flatley,Michael Flatley,2.295341625598589,16,1
191,Arjun Lal,Arjun Lal,-0.27981446260150744,9,1
192,Sylvain Sylvain,Jerry Nolan,-1.0155733449443922,7,1
193,Buzz Osborne,Dale Crover,-1.3834527861158346,6,1
194,Dale Crover,Dale Crover,-1.3834527861158346,6,1
195,Mike Dillard,Mike Patton,-0.8758643941369044,18,3
196,Trevor Dunn,Dale Crover,-1.3834527861158346,6,1
197,Mitch Mitchell,Jimi Hendrix,-1.3834527861158346,6,1
198,Noel Redding,Jimi Hendrix,-1.3834527861158346,6,1
199,Cody Matthew Blymire,Cody Matthew Blymire,7.445653801998781,30,1
200,Anthony Cumia,Gregg Hughes,4.134738831455801,21,1
201,Gregg Hughes,Gregg Hughes,4.134738831455801,21,1
202,Álvaro Rudolphy,Boris Quercia,-0.6476939037729498,8,1
203,Peter Sohn,Patton Oswalt,-1.3834527861158346,6,1
204,Jake Norvell,Brad Jones,-1.3834527861158346,6,1
205,Jillian Zurawski,Brad Jones,-1.0155733449443922,7,1
206,Aaron Biittner,Andreas Wiig,-1.3834527861158346,6,1
207,Darrell Mathes,Andreas Wiig,-1.3834527861158346,6,1
208,Lisa Jay,Jeff Ryan,4.134738831455801,21,1
209,Stepfanie Kramer,Stepfanie Kramer,-1.3834527861158346,6,1
210,Meagen Fay,Meagen Fay,7.813533243170223,31,1
211,Sharon Case,Sharon Case,8.181412684341666,32,1
212,Luke Baybak,Luke Baybak,4.870497713798685,23,1
213,Guðjón Davíð Karlsson,Sverrir Þór Sverrisson,-1.0155733449443922,7,1
214,Vilhelm Anton Jónsson,Sverrir Þór Sverrisson,-1.0155733449443922,7,1
215,Branco Mello,Branco Mello,-1.3834527861158346,6,1
216,Matthew Silva,Matthew Silva,1.5595827432557041,14,1
217,Freddie Connor,Zoë Tapper,-1.3834527861158346,6,1
218,Cristen Irene,Seth Gandrud,0.08806497856993488,10,1
219,Shelley-Jean Harrison,Shelley-Jean Harrison,0.8238238609128196,12,1
220,Bill Wyman,Keith Richards,-1.0155733449443922,7,1
221,David Bunce,David Bunce,0.08806497856993488,10,1
222,Ed O'Brien,Phil Selway,0.8238238609128196,12,1
223,Phil Selway,Phil Selway,0.8238238609128196,12,1
224,Brendon Walsh,Brendon Walsh,4.134738831455801,21,1
225,John Boggi,Glenn Mercer,-1.7513322272872769,5,1
226,Dylan Saunders,Dylan Saunders,-0.6476939037729498,8,1
227,Bruce Duncan,Masato Tanaka,8.91717156668455,34,2
228,Elvir Sulic,Masato Tanaka,8.91717156668455,34,2
229,Marcelo Catalán,Masato Tanaka,8.91717156668455,34,2
230,Masato Tanaka,Masato Tanaka,8.91717156668455,34,1
231,Vincent Bouchut,Masato Tanaka,8.91717156668455,34,2
232,Kate Melton,Hayley Kiyoko,0.4559444197413772,11,1
233,Nick Palatas,Hayley Kiyoko,0.4559444197413772,11,1
234,Raye Richards,Raye Richards,1.5595827432557041,14,1
235,Jim Poole,Jim Poole,7.813533243170223,31,1
236,Zhang Zheng-Zhong,Sandra Ng Kwun-Yu,-1.0155733449443922,7,1
237,Hume Cronyn,Hume Cronyn,7.813533243170223,31,1
238,John Blackwell,Renato Neto,0.4559444197413772,11,1
239,Rhonda Smith,Renato Neto,0.4559444197413772,11,1
240,John Deacon,Brian May,-0.27981446260150744,9,1
241,Sera-Lys McArthur,Sera-Lys McArthur,4.502618272627243,22,1
242,Dave Rosenbaum,Pierre Coffin,-1.7513322272872769,5,1
243,Yvette Yzon,Yvette Yzon,1.5595827432557041,14,1
244,Bujtor István,András Kern,-1.7513322272872769,5,1
245,Anuwat Tharapan,Anuwat Tharapan,-0.6476939037729498,8,1
246,Jens Wawrczeck,Jens Wawrczeck,-1.3834527861158346,6,1
247,Oliver Rohrbeck,Jens Wawrczeck,-1.3834527861158346,6,1
248,Tamara Carey,Tamara Carey,-1.7513322272872769,5,1
249,David Cabecinha,David Cabecinha,-1.3834527861158346,6,1
250,João Pedro Sousa,David Cabecinha,-1.3834527861158346,6,1
251,Miri Higareda,Martha Higareda,-1.0155733449443922,7,1
252,Canco Rodríguez,Alberto Amarilla,-1.0155733449443922,7,1
253,Brianna Baker,Brianna Baker,4.134738831455801,21,1
254,Hayley Huntley,Brianna Baker,4.134738831455801,21,2
255,Jasika Nicole,Brianna Baker,4.134738831455801,21,2
256,Lindsay Hicks,Brianna Baker,4.134738831455801,21,2
257,Magnus Samuelsson,Malin Arvidsson,-1.3834527861158346,6,1
258,Liv Leman Brandorf,Pelle Falk Krusbæk,-1.3834527861158346,6,1
259,Scott Innes,Scott Innes,-1.3834527861158346,6,1
260,Rowell Santiago,Toni Gonzaga,1.5595827432557041,14,1
261,Paul Lazar,Paul Lazar,0.4559444197413772,11,1
262,Philip Anthony,Philip Anthony,-1.0155733449443922,7,1
263,Jennifer de Lucia,Jennifer de Lucia,-1.0155733449443922,7,1
264,Dylan Kingwell,Dylan Kingwell,5.60625659614157,25,1
265,Anamín Santiago,Anamín Santiago,4.502618272627243,22,1
266,Anita Chan Wing-Yin,Helena Law Lan,1.1917033020842618,13,1
267,Kam Kong,Shu Qi,1.1917033020842618,13,1
268,Oto Brezina,Oto Brezina,1.1917033020842618,13,1
269,John Carradine,Linda Blair,2.6632210667700313,17,1
270,Joel Haikali,Joel Haikali,-0.27981446260150744,9,1
271,Kenneth Mars,John Ingle,-1.0155733449443922,7,1
272,Clem Ohameze,Clem Ohameze,0.8238238609128196,12,1
273,David Ihesie,Amaechi Muonagor,0.8238238609128196,12,1
274,Jon Landau,James Cameron,4.502618272627243,22,1
275,Tấn Beo,Huy Khánh,-1.0155733449443922,7,1
276,Sarah E. Spencer,Sarah E. Spencer,-0.6476939037729498,8,1
277,Chase Smith,Jason Vail,4.01646217442425,37,3
278,Ella Bardine,Ella Bardine,-0.27981446260150744,9,1
279,Lance Paul,Ella Bardine,-0.27981446260150744,9,1
280,Alexandre Ogou,Tella Kpomahou,-1.3834527861158346,6,1
281,Nathan Hoskins,Eric Jacobus,-0.27981446260150744,9,1
282,Nathaniel Pierson,Eric Jacobus,0.08806497856993488,10,1
283,Luiz Caldas,Luiz Caldas,-1.7513322272872769,5,1
284,Jang Se-jin,Shin Eun-Kyung,-1.3834527861158346,6,1
285,Hubert Burton,Priyanga Burford,1.9274621844271465,15,2
286,Priyanga Burford,Priyanga Burford,1.9274621844271465,15,1
287,Tom Reed,Priyanga Burford,1.9274621844271465,15,2
288,Colin Greenwoood,Jonny Greenwood,0.4559444197413772,11,1
289,Chris Everard,Chris Everard,-1.7513322272872769,5,1
290,Kevin Bridges,Peter Dickson,0.08806497856993488,10,1
291,Peter Hook,Peter Hook,-1.0155733449443922,7,1
292,Felicity Fanjoy,Don McKellar,13.581327644881751,63,3
293,Ryan Larkin,Don McKellar,13.581327644881751,63,3
294,Rob Machado,Kelly Slater,-1.0155733449443922,7,1
295,Jessica Velle,Jessica Alexandra Green,-1.0874916688626692,40,3
296,Dana Jesberger,Shawn Parr,5.974136037313012,26,1
297,Kerri Miller,Shawn Parr,5.974136037313012,26,1
298,Ali Stover,Roberto Lombardi,1.1917033020842618,13,1
299,Danica Metzger,Jacob Flowers,3.7668593902843583,20,1
300,Jacob Flowers,Jacob Flowers,3.7668593902843583,20,1
301,Jessica Buda,Jacob Flowers,3.7668593902843583,20,1
302,Ciprian Cosma,Ciprian Cosma,3.7668593902843583,20,1
303,Lindsey Bean,Roberto Lombardi,4.502618272627243,22,1
304,John Renna,John Renna,-1.0155733449443922,7,1
305,Tim Ekkebus,Debbie Rochon,1.1917033020842618,13,1
306,David Autovino,David Autovino,0.8238238609128196,12,1
307,Rainer Strecker,Rainer Strecker,3.398979949112916,19,1
308,Ivan Nevelitchki,Viviana Barradas,0.08806497856993488,10,1
309,Viviana Barradas,Viviana Barradas,0.08806497856993488,10,1
310,Scott Wiper,Scott Wiper,0.8238238609128196,12,1
311,Joe Elliott,Rick Allen,0.4559444197413772,11,1
312,Rick Allen,Rick Allen,0.4559444197413772,11,1
313,Christophe Karabache,Pascal Sellem,-3.4143892045595323,13,3
314,Jezibell Anat,Camille Keaton,1.1917033020842618,13,1
315,Andy Kaufman,Andy Kaufman,1.5595827432557041,14,1
316,Tonya Cornelisse,Tracy Coogan,-1.3834527861158346,6,1
317,Tracy Coogan,Tracy Coogan,-1.3834527861158346,6,1
318,M. Scott Taulman,Michael G. Kaiser,-0.7213023008920724,46,3
319,Stephanie Mihm,Stephanie Mihm,-0.6476939037729498,8,1
320,Douglas Sidney,Douglas Sidney,-1.0155733449443922,7,1
321,Jared Cohn,Jared Cohn,5.974136037313012,26,1
322,Norman McIsaac,Ryan Tonkin,-1.8233739610096409,24,5
323,Perry Mucci,Mark Humphrey,8.826814194073453,68,5
324,William Peter Blatty,Ryan Tonkin,-1.8233739610096409,24,5
325,Richard Webber,Justin Fletcher,-1.7513322272872769,5,1
326,Fred Nicole,Liam Neeson,53.12615232390651,621,5
327,Kilian Fischhuber,Liam Neeson,53.12615232390651,621,5
328,Alex Puccio,Liam Neeson,53.12615232390651,627,5
329,Orson Welles,Orson Welles,-0.27981446260150744,9,1
330,Nuria González,Nuria González,-1.0155733449443922,7,1
331,Estrella Morente,Estrella Morente,-1.0155733449443922,7,1
332,Sharon Corr,Sharon Corr,0.08806497856993488,10,1
333,Mark Enticknap,Mark Enticknap,4.502618272627243,22,1
334,Wong Tin-Lam,Wong Tin-Lam,2.6632210667700313,17,1
335,Michel Leeb,Arielle Dombasle,-1.0155733449443922,7,1
336,Bob Berg,Bob Berg,-0.6476939037729498,8,1
337,Robert Irving III,Bob Berg,-0.6476939037729498,8,1
338,Jicey Carina,Jicey Carina,1.5595827432557041,14,1
339,Jakob Wilhjelm Poulsen,Kasper Ruwai Berg Kesje,-1.0155733449443922,7,1
340,Kasper Ruwai Berg Kesje,Kasper Ruwai Berg Kesje,-1.0155733449443922,7,1
341,Haley Strode,Haley Strode,5.60625659614157,25,1
342,Dave Schools,Jimmy Herring,-0.6476939037729498,8,1
343,Jimmy Herring,Jimmy Herring,-0.27981446260150744,9,1
344,Todd Nance,Todd Nance,-0.6476939037729498,8,1
345,Widespread Panic,Jimmy Herring,-0.6476939037729498,8,1
346,Greg Minnaar,Greg Minnaar,-1.3834527861158346,6,1
347,Oscar Santana,Orlando Senna,-1.7513322272872769,5,1
348,Amy Frazzini,Amy Frazzini,5.238377154970127,24,1
349,Jimmie Tolliver,Nick Mathis,7.5837960894095096,60,3
350,Libby Conkle,Nick Mathis,7.5837960894095096,60,3
351,Patrick Burch,Nick Mathis,7.5837960894095096,60,3
352,Eddie Driscoll,Jack Angel,-1.3834527861158346,6,1
353,Jon Stebbe,Matthew Kennedy,-1.0155733449443922,7,1
354,John Durham,Bruce Lindsay,-1.3834527861158346,6,1
355,Erin Mathews,Erin Mathews,-1.0155733449443922,7,1
356,Gregory W. Mank,Gregory W. Mank,2.6632210667700313,17,1
357,Kemel Jamís,Kemel Jamís,-1.0155733449443922,7,1
358,Judy McLane,Tanner Cohen,-1.7513322272872769,5,1
359,Matthew Camp,Zelda Williams,-1.9611870787624974,16,3
360,Ramón Olmos Torres,Zelda Williams,-1.9611870787624974,16,3
361,Tanner Cohen,Tanner Cohen,-1.7513322272872769,5,1
362,Thomas Laughlin,Thomas Laughlin,12.228086537227531,43,1
363,Faceboy,Faceboy,-0.6476939037729498,8,1
364,Patrick Bucklew,Faceboy,-0.6476939037729498,8,1
365,Scott Steiner,Scott Steiner,6.709894919655897,28,1
366,Dib Lutfi,Vladimir Carvalho,-1.4284668875924476,26,3
367,Pedro Farkas,Vladimir Carvalho,-1.4284668875924476,26,3
368,Tom Berry,Tom Berry,1.9274621844271465,15,1
369,Ella Thomas,Ella Thomas,4.502618272627243,22,1
370,Gregory Chai Gonzalez,Paul London,5.238377154970127,24,2
371,Jon Bailey,Paul London,5.238377154970127,24,2
372,Paul London,Paul London,5.238377154970127,24,1
373,Stephanie Ferrer,Paul London,5.238377154970127,24,2
374,Jun Aonami,Jun Aonami,0.08806497856993488,10,1
375,Hawthorne James,Hawthorne James,0.08806497856993488,10,1
376,Jean-Loup Philippe,Natalie Perrey,-1.0155733449443922,7,1
377,Natalie Perrey,Natalie Perrey,-1.0155733449443922,7,1
378,Uroš Furst,Uroš Furst,-1.0155733449443922,7,1
379,Jordan Scovel,Rory Scovel,1.9274621844271465,15,2
380,Dewi Sandra,Abimana Aryasatya,1.9274621844271465,15,1
381,Queen Elizabeth II,Queen Elizabeth II,-0.6476939037729498,8,1
382,Nadia Konakchieva,Nadia Konakchieva,1.5595827432557041,14,1
383,Alex To Tak-Wai,Alex To Tak-Wai,-0.27981446260150744,9,1
384,Yumiko Cheng Hei-Yi,Yumiko Cheng Hei-Yi,2.6632210667700313,17,1
385,Mishon Ratliff,Mishon Ratliff,4.134738831455801,21,1
386,Mrs. Yceman,Sara Kestelman,-1.3834527861158346,6,1
387,Nikitha,Nikitha,-0.27981446260150744,9,1
388,Hunter Jackson,Hunter Jackson,-2.119211668458719,4,1
389,John Milius,Arnold Schwarzenegger,0.08806497856993488,10,1
390,Kathleen Kim,Dolora Zajick,4.870497713798685,23,1
391,Luis A. Rivera,Luis A. Rivera,3.398979949112916,19,1
392,John Nettles,John Nettles,0.4559444197413772,11,1
393,Alexandra Westmore,Collin Stark,2.295341625598589,16,1
394,Collin Stark,Collin Stark,2.295341625598589,16,1
395,Danielle Demski,Danielle Demski,10.756568772541762,39,1
396,Maria Aceves,Maria Aceves,10.756568772541762,39,1
397,Danny Max,Danny Max,10.756568772541762,39,1
398,Jared Edwards,Jared Edwards,7.813533243170223,31,1
399,Laurene Landon,Laurene Landon,18.11415759597061,59,1
400,Christopher Mitchum,Christopher Mitchum,17.746278154799167,58,1
401,Cherie Currie,Cherie Currie,8.181412684341666,32,1
402,Niclas Gillis,Niclas Gillis,8.549292125513109,33,1
403,Lisa London,Lisa London,8.181412684341666,32,1
404,Justin Michael Johnson,Justin Michael Johnson,7.813533243170223,31,1
405,Ryan Walker,Ryan Walker,7.813533243170223,31,1
406,Candice Coke,Candice Coke,8.181412684341666,32,1
407,Evanne Friedmann,Evanne Friedmann,1.1917033020842618,13,1
408,Gable Carr,Patrick Cavanaugh,-1.0155733449443922,7,1
409,David Foster,Kenny G,-1.0155733449443922,7,1
410,Kenny G,Kenny G,-1.0155733449443922,7,1
411,Mercedes Sicario,José Luis (Chavito) Marrero,-1.7513322272872769,5,1
412,Angus Young,Angus Young,0.8238238609128196,12,1
413,Cliff Williams,Phil Collins,10.71155467106515,59,3
414,Christopher Gaze,Christopher Gaze,-1.0155733449443922,7,1
415,John Major Jenkins,Gregg Braden,0.08806497856993488,10,1
416,Ida Darvish,Ida Darvish,-1.0155733449443922,7,1
417,Ethan Coen,Joel Coen,0.4559444197413772,11,1
418,Joel Coen,Joel Coen,0.4559444197413772,11,1
419,Abby Miller,Rory Scovel,1.9274621844271465,15,2
420,Elizabeth McLaughlin,Elizabeth McLaughlin,9.285051007855992,35,1
421,Amanda Blow,Lexi Belle,1.5595827432557041,14,1
422,Nicki Blue,Lexi Belle,1.5595827432557041,14,1
