,center,focus,best_FDC,size,depth
9988,Sebastián Cortés,Fermin Galeano,-0.6476939037729498,8,2
9989,Graciela Rodríguez Martinó,Modesto Lacen,13.720611262648664,185,4
9990,Nilita Vientós Gastón,Modesto Lacen,13.720611262648664,185,4
9991,Rosa Luisa Marquéz,Modesto Lacen,13.720611262648664,185,4
9992,Karen Cardona,Modesto Lacen,13.720611262648664,185,4
9993,Ricardo Alegría,Modesto Lacen,13.720611262648664,185,4
9994,Francisco Rodón,Idalia Pérez Garay,-0.2784702309648477,36,5
9995,Hiromi Shiba,Idalia Pérez Garay,-0.2784702309648477,36,5
9996,Taína Caragol,Idalia Pérez Garay,-0.2784702309648477,36,5
9997,Danny Vasquez,Tom Sandoval,8.072863082645918,64,3
9998,Nicole Warner,Tom Sandoval,8.072863082645918,64,3
9999,Pablo Hernandez,Tom Sandoval,8.072863082645918,64,3
10000,Juan Felipe Villanueva,Katja Alemann,-1.0155733449443922,7,2
10001,Valentino Arocena,Katja Alemann,-1.0155733449443922,7,2
10002,Angel Valdés,J. Salome Martinez,-0.6476939037729498,8,2
10003,Anselmo Zavaleta,J. Salome Martinez,-0.6476939037729498,8,2
10004,Esmirna García,J. Salome Martinez,-0.6476939037729498,8,2
10005,Nicolás Guzmán,J. Salome Martinez,-0.6476939037729498,8,2
10006,Alvi de Abreu,Julieth Restrepo,0.08806497856993488,10,2
10007,Camilo Ávila,Julieth Restrepo,0.08806497856993488,10,2
10008,Jose Restrepo,Julieth Restrepo,0.08806497856993488,10,2
10009,Alberto Alvarado,Stephen Sheffer,-1.3918356098149791,28,3
10010,Dazza Del Rio,Stephen Sheffer,-1.3918356098149791,28,3
10011,Deadlee,Stephen Sheffer,-1.3918356098149791,28,3
10012,Elena Diaz,Stephen Sheffer,-1.3918356098149791,28,3
10013,Déborah Vukusic,Antonio de la Torre,24.794129832420733,123,4
10014,Pepe Mediavilla,Nacho Fresneda,3.170809458748961,29,3
10015,Gastón Dalmau,Lali Espósito,-4.518027528073859,10,2
10016,Rocío Igarzabal,Lali Espósito,-4.518027528073859,10,2
10017,Fernando Rojas,Angeles Cruz,-0.6476939037729498,8,2
10018,Guillermo Maciel,Angeles Cruz,-0.6476939037729498,8,2
10019,Gustavo Vallejo,Angeles Cruz,-0.6476939037729498,8,2
10020,Darren Baker,Tito Ortiz,-3.000274840078904,20,3
10021,Andrea Portugal,Alejandro Navarrete,-1.0155733449443922,7,2
10022,Natalia de Alba,Alejandro Navarrete,-1.0155733449443922,7,2
10023,Tato Alexander,Alejandro Navarrete,-1.0155733449443922,7,2
10024,Carla Pandolfi,Jazmín Stuart,-0.7476549219157653,25,3
10025,Maria Tereza Barreto,Luis Fernando Hoyos,-1.0155733449443922,7,2
10026,Andrés Bernal,Jonás Beramí,-0.6476939037729498,8,2
10027,César Cantillo,Jonás Beramí,-0.6476939037729498,8,2
10028,José Blasco,Jonás Beramí,-0.6476939037729498,8,2
10029,Milan Kalinić,Miloš Biković,-0.27822341135667433,35,3
10030,Nikola Stošić,Miloš Biković,-0.27822341135667433,35,3
10031,Barbara Elischka,Manuel Sinor,-0.6476939037729498,8,2
10032,Isabella Enzenhofer,Manuel Sinor,-0.6476939037729498,8,2
10033,Marion Casabianca,Manuel Sinor,-0.6476939037729498,8,2
10034,Silviu Rusti,Manuel Sinor,-0.6476939037729498,8,2
10035,Chuck McMahon,Matthew Macfadyen,30.20061413365503,145,4
10036,Olivia Nikkanen,Matthew Macfadyen,30.20061413365503,145,4
10037,Wolfgang Novogratz,Matthew Macfadyen,30.20061413365503,145,4
10038,Frank Dattolo,Lauren Bittner,-0.5828141719171578,34,3
10039,Gareth Saxe,Lauren Bittner,-0.5828141719171578,34,3
10040,Josh Phillip Weinstein,Lauren Bittner,-0.5828141719171578,34,3
10041,Luisa Williams,Lauren Bittner,-0.5828141719171578,34,3
10042,Lisa Fávero,Luiz Serra,-0.27981446260150744,9,2
10043,Joseph Tate,Cornelius Clarke,-4.131832448013683,12,2
10044,Olivia Gurney-Randall,Cornelius Clarke,-4.131832448013683,12,2
10045,Robert Blythe,Cornelius Clarke,-4.131832448013683,12,2
10046,Gustavo Cubero,Luis Bredow,0.08806497856993488,10,2
10047,Pakriti Maduro,Luis Bredow,0.08806497856993488,10,2
10048,Georgette Fadel,Veronica Cavalcanti,-2.9915628467218878,17,3
10049,Jerry Gilli,Veronica Cavalcanti,-2.9915628467218878,17,3
10050,Danny Jones,Luke Healy,0.8238238609128196,12,2
10051,Dougie Poynter,Luke Healy,0.8238238609128196,12,2
10052,Harry Judd,Luke Healy,0.8238238609128196,12,2
10053,Tom Fletcher,Luke Healy,0.8238238609128196,12,2
10054,Robyn Coffin,Shannon Brown,0.08806497856993488,10,2
10055,Sean Patrick Leonard,Shannon Brown,0.08806497856993488,10,2
10056,Suzette Brown,Shannon Brown,0.08806497856993488,10,2
10057,Alan White,Rick Wakeman,-2.312317544441964,35,3
10058,Chris Squire,Rick Wakeman,-2.312317544441964,35,3
10059,Steve Howe,Rick Wakeman,-2.312317544441964,35,3
10060,Aimée Goepfert,Gunnar Hansen,8.918430052573491,89,4
10061,Gunnar Titzmann,Gunnar Hansen,8.918430052573491,89,4
10062,Matthias Unruh,Gunnar Hansen,8.918430052573491,89,4
10063,Adrian Lai,Cheryl Lee,-4.150148086902417,11,2
10064,Min Li,Cheryl Lee,-4.150148086902417,11,2
10065,Vikneshwaran Balasundran,Cheryl Lee,-4.150148086902417,11,2
10066,Isabella Sperotto,Clemente Viscaíno ,-1.0155733449443922,7,2
10067,Paulo Roberto Uchôa,Renato Prieto,-4.518027528073859,10,2
10068,Amélie Porteu de la Morandière,Nina Mazodier,-4.131832448013683,12,2
10069,Clarisse Normand,Nina Mazodier,-4.131832448013683,12,2
10070,Sonia Amori,Nina Mazodier,-4.131832448013683,12,2
10071,Amy Jo Brogan,Clyde J. Bruff,-4.168463725791152,10,2
10072,Isbella Calderon,Clyde J. Bruff,-4.168463725791152,10,2
10073,Michelle Chantal,Clyde J. Bruff,-4.168463725791152,10,2
10074,Kevin Marcell,Iva Gocheva,0.4559444197413772,11,2
10075,Leila Nuritova,Iva Gocheva,0.4559444197413772,11,2
10076,Olivia Bak,Tina Benko,-1.3834527861158346,6,2
10077,Zach Appelman,Tina Benko,-1.3834527861158346,6,2
10078,Anaïs Begue,Michel Serrault,15.669086514901025,130,4
10079,Ismaël Ouazzani,Michel Serrault,15.669086514901025,130,4
10080,Zouher Rahim,Michel Serrault,15.669086514901025,130,4
10081,Benoit Thiébault,Fabrice Colson,-0.27981446260150744,9,2
10082,Clémence Verniau,Fabrice Colson,-0.27981446260150744,9,2
10083,Xavier Laurent,Fabrice Colson,-0.27981446260150744,9,2
10084,Christopher Fenwick,Joe Strummer,-1.1887969186421445,20,3
10085,John B. Sparkes,Joe Strummer,-1.1887969186421445,20,3
10086,John Martin,Joe Strummer,-1.1887969186421445,20,3
10087,Lee Brilleaux,Joe Strummer,-1.1887969186421445,20,3
10088,Wilko Johnson,Joe Strummer,-1.1887969186421445,20,2
10089,Belinda Baidoo,Mischa Barton,49.382651203368056,607,5
10090,Joselyn Dumas,Mischa Barton,49.382651203368056,607,5
10091,Michael Bassey,Mischa Barton,49.382651203368056,607,5
10092,Clément Losson,Anaïs Thomas,-2.119211668458719,4,2
10093,Daniel Sebastián Cabrera,Jorge Luis Ramos,21.274564230194684,233,4
10094,Ileana González,Jorge Luis Ramos,21.274564230194684,233,4
10095,Julio Andrés Cabrera,Jorge Luis Ramos,21.274564230194684,233,4
10096,Chris Meléndez,Jorge Luis Ramos,21.274564230194684,233,5
10097,Leslie Santos,Jorge Luis Ramos,21.274564230194684,233,5
10098,Agustín Ortiz Pérez,Jorge Sanz,8.920120125774337,81,5
10099,Alejandra Estrada,Jorge Sanz,8.920120125774337,81,4
10100,Eduardo Spiegeler,Jorge Sanz,8.920120125774337,81,5
10101,Byron Mármol,Jorge Luis Ramos,21.274564230194684,233,4
10102,Eduviges Vega,Jorge Luis Ramos,21.274564230194684,233,4
10103,José Miguel Orozco,Jorge Luis Ramos,21.274564230194684,233,4
10104,Mario Emilio Orozco,Jorge Luis Ramos,21.274564230194684,233,4
10105,Christian Ojeda,Salvador del Solar,-2.172197304467829,30,3
10106,Hortensia Priale,Salvador del Solar,-2.172197304467829,30,3
10107,Luis Menezes,Salvador del Solar,-2.172197304467829,30,3
10108,Jorge Negrón,Jorge Negrón,-4.904222608134036,8,2
10109,José Padua,Leonardo Castro Sitiriche,14.490923191078503,303,5
10110,Pedro Centeno,Leonardo Castro Sitiriche,14.490923191078503,303,5
10111,Héctor Pagán,Jorge Negrón,-4.904222608134036,8,2
10112,Caleb Shelton,Matt Mercer,6.342656915352962,79,5
10113,Danny Vincent,Matt Mercer,6.342656915352962,79,4
10114,Ottis Mcinnis,Matt Mercer,6.342656915352962,79,5
10115,Christine Knispel,Godehard Giese,24.30477835551978,95,3
10116,Paul Matzke,Godehard Giese,24.30477835551978,95,3
10117,Zita Aretz,Godehard Giese,24.30477835551978,95,3
10118,Miguel Ángel Hoppe,Jorge Adrián Espíndola,0.42924595715349856,32,3
10119,Sergio Almazán,Cristhian Rodríguez,-3.5807966179548987,23,3
10120,Akram,Giovanna Zacarías,-2.153017796950488,44,3
10121,Saúl Sánchez,Giovanna Zacarías,-2.153017796950488,44,3
10122,Amparo Valle,María Isasi,-0.6476939037729498,8,2
10123,Shingo Ota,Misaki Morino,0.08806497856993488,10,2
10124,Uta Kohaku,Misaki Morino,0.08806497856993488,10,2
10125,Yumi Fukuda,Misaki Morino,0.08806497856993488,10,2
10126,Asuka Kuramochi,Sayaka Akimoto,0.8433603216341264,36,3
10127,Hiroshi Yazaki,Sayaka Akimoto,0.8433603216341264,36,3
10128,Seijiro Nakamura,Sayaka Akimoto,0.8433603216341264,36,3
10129,Jung Chan-Sung,Kim Tae-woo,14.364915360351967,176,4
10130,Kim Seung-Yun,Kim Tae-woo,14.364915360351967,176,4
10131,Choi Si-on,Park Ji-ah ,3.132611517574733,46,3
10132,Jung Da-won,Park Ji-ah ,3.132611517574733,46,3
10133,Jung Doowon,Park Ji-ah ,3.132611517574733,46,3
10134,Jo In Woo,Kang Dong-won,19.991660132197456,432,5
10135,Andrew Rogers,Catherine Eaton,-1.3834527861158346,6,2
10136,Peter Davenport,Catherine Eaton,-1.3834527861158346,6,2
10137,Adrian N. Roberts,Hinano Yoshikawa,-3.7822686457309747,12,2
10138,Charles Emmett,Hinano Yoshikawa,-3.7822686457309747,12,2
10139,Rand Gamble,Hinano Yoshikawa,-3.7822686457309747,12,2
10140,Junko Hamaguchi,Takatoshi Kaneko,0.6506002872150671,25,2
10141,Maki Onaga,Takatoshi Kaneko,0.6506002872150671,25,2
10142,Taesung Lee,Takatoshi Kaneko,0.6506002872150671,25,2
10143,Satine Scarlett Montaz,Catherine Bérubé,-1.3834527861158346,6,2
10144,Zachary Villeneuve,Catherine Bérubé,-1.3834527861158346,6,2
10145,Emir Mušić,Ermin Bravo,-2.50430933649041,24,3
10146,Ibrahim Bukva,Ermin Bravo,-2.50430933649041,24,3
10147,Senad Alihodžić,Ermin Bravo,-2.50430933649041,24,3
10148,Blaž Setnikar,Vito Weis,-0.6476939037729498,8,2
10149,Jure Kopušar,Vito Weis,-0.6476939037729498,8,2
10150,Miha Rodman,Vito Weis,-0.6476939037729498,8,2
10151,Žiga Udir,Vito Weis,-0.6476939037729498,8,2
10152,Christina Grof,Robert Redford,30.847756656852326,169,4
10153,Klaus John,Robert Redford,30.847756656852326,169,4
10154,Keri Bunkers,Michael G. Kaiser,-0.9764871472934837,42,3
10155,Tiffany Cornwell,Michael G. Kaiser,-0.9764871472934837,42,3
10156,Matt Kelly,Athena Demos,1.5145686417790913,34,3
10157,Preston Gant,Athena Demos,1.5145686417790913,34,3
10158,Jeanine Jackson,Florence Hartigan,-4.150148086902417,11,2
10159,Justin Matthews,Florence Hartigan,-4.150148086902417,11,2
10160,Amy Dowell,Brian Patrick Butler,3.0690760173556013,46,3
10161,Joe Hurley,Brian Patrick Butler,3.0690760173556013,46,3
10162,Tyson Suzuki,Brian Patrick Butler,3.0690760173556013,46,3
10163,Ashley Goddard,Josh Lively,0.8238238609128196,12,2
10164,Sarah Bauer,Josh Lively,0.8238238609128196,12,2
10165,Chris LaMartina,Josh Lively,0.8238238609128196,12,2
10166,Charles Renner,Dave Finlay,14.050388926028583,70,3
10167,David John Markland,Dave Finlay,14.050388926028583,70,3
10168,Grant Berkland,Dave Finlay,14.050388926028583,70,3
10169,Matt Tremont,Dave Finlay,14.050388926028583,70,3
10170,Nick Wilson,Dave Finlay,14.050388926028583,70,2
10171,Craig Strawderman,Justin Edwards,-1.5749919987023209,18,3
10172,James Koon,Justin Edwards,-1.5749919987023209,18,3
10173,Paige Wilson,Justin Edwards,-1.5749919987023209,18,3
10174,Julius Jefferson,Matt Mercer,6.342656915352962,79,4
10175,Jessy Brown,Matt Mercer,6.342656915352962,79,4
10176,Kyle Dawson,Matt Mercer,6.342656915352962,79,4
10177,Tara O'Connor,Matt Mercer,6.342656915352962,79,4
10178,David Tyson,Matt Mercer,6.342656915352962,79,4
10179,Evan Dodson,Matt Mercer,6.342656915352962,79,4
10180,Jessica Hinkson,Bianca Bradey,-1.7230837732089535,29,3
10181,Kristy Kennedy,Bianca Bradey,-1.7230837732089535,29,3
10182,Peter Higginson,Bianca Bradey,-1.7230837732089535,29,3
10183,Jason Robinson,Jason Lee,21.48332785404686,232,5
10184,Manuel Diaz,Jason Lee,21.48332785404686,232,5
10185,Victor De Le Rue,Jason Lee,21.48332785404686,232,5
10186,Austen Sweetin,Terje Haakonsen,2.6621724304376935,86,5
10187,C. Robert Cargill,AJ Bowen,9.561623462040012,78,4
10188,Emily Hagins,AJ Bowen,9.561623462040012,78,4
10189,Jerry Hagins,AJ Bowen,9.561623462040012,78,4
10190,Megan Hagins,AJ Bowen,9.561623462040012,78,4
10191,Kristen StephensonPino,Greg Sestero,8.568828586234416,57,2
10192,Rick Edwards,Greg Sestero,8.872157465207938,54,2
10193,Lise Moule,John Fantasia,-3.7822686457309747,12,2
10194,Steve Vieira,John Fantasia,-3.7822686457309747,12,2
10195,Vincent Thomas,John Fantasia,-3.7822686457309747,12,2
10196,Caleigh Le Grand,Ryan Barrett,5.460828897060182,39,3
10197,Ralph MacLeod,Daphne Zuniga,30.15327054315085,269,5
10198,Jorja Cadence,Daphne Zuniga,30.15327054315085,269,5
10199,Justin McConnell,Ryan Barrett,5.460828897060182,39,3
10200,Death Cab for Cutie,Dave Grohl,5.445389347721809,104,4
10201,Jason McGerr,Dave Grohl,5.445389347721809,104,4
10202,Nick Harmer,Dave Grohl,5.445389347721809,104,4
10203,Jimmy Tamborello,Dave Grohl,5.408758069944341,102,4
10204,David K. Shelton,Farah White,1.4145629376429454,63,4
10205,Jaysen Dry,Farah White,1.4145629376429454,63,4
10206,Robby Robertson,Farah White,1.4145629376429454,63,4
10207,Aaron Harp,Amber Jaeger,0.8238238609128196,12,2
10208,Flor de Maria Chahua,Amber Jaeger,0.8238238609128196,12,2
10209,Sarah Teresa,Amber Jaeger,0.8238238609128196,12,2
10210,Wes Tyler,Amber Jaeger,0.8238238609128196,12,2
10211,Eugene Barnes,Joe Urla,-4.518027528073859,10,2
10212,Allison Moira Kelly,Lawrence Barry,-0.6476939037729498,8,2
10213,Des Walsh,Lawrence Barry,-0.6476939037729498,8,2
10214,Stephen Lush,Lawrence Barry,-0.6476939037729498,8,2
10215,Joseph E. Murray,Nick Kocher,0.6689159261038014,26,3
10216,Rhomeyn Johnson,Nick Kocher,0.6689159261038014,26,3
10217,David E. Cazares,Paul Gordon,-0.47135367518799365,21,3
10218,Deanna Grace Congo,Paul Gordon,-0.47135367518799365,21,3
10219,Micheal Catalano,Paul Gordon,-0.47135367518799365,21,3
10220,Cortland Woodard,Gys de Villiers,7.272430228301028,43,3
10221,Lexi Dripps,Gys de Villiers,7.272430228301028,43,3
10222,Mitchell Musolino,Gys de Villiers,7.272430228301028,43,3
10223,Nikki Howell,Gys de Villiers,7.272430228301028,43,3
10224,Mike Kinsella,Chico Buarque,4.807167973433337,42,3
10225,Tim Kinsella,Chico Buarque,4.807167973433337,42,3
10226,Daniel Ross,Jay Saunders,-4.426449333630189,15,3
10227,Veronica Parks,Mark Webber,28.524576760147387,141,5
10228,Cory Okouchi,Jay Saunders,-4.426449333630189,15,3
10229,Devon Brookshire,Jay Saunders,-4.426449333630189,15,3
10230,Amy Aeschliman,Tom Sizemore,92.08636697302502,497,5
10231,Anthony C. Brown,Tom Sizemore,92.08636697302502,497,5
10232,Daniel Patrick Ellis,Tom Sizemore,92.08636697302502,497,5
10233,Carmen Balcells,Craig Hall,4.026065819955967,38,4
10234,Juan Gabriel Vásquez,Craig Hall,4.026065819955967,38,4
10235,Xavi Ayén,Craig Hall,4.026065819955967,38,4
10236,Hayden Hancock,Carole-Anne Fooks,-4.168463725791152,10,2
10237,John R. Sabine,Carole-Anne Fooks,-4.168463725791152,10,2
10238,Sanne Johnson Lund,Carole-Anne Fooks,-4.168463725791152,10,2
10239,Christopher James Cramer,Gaku Hamada,18.290497824555565,72,3
10240,Colin Goodridge,Gaku Hamada,18.290497824555565,72,3
10241,Kari Swanson,Gaku Hamada,18.290497824555565,72,3
10242,Virág Marjai,György Dörner,-0.6476939037729498,8,2
10243,Zoltán Mezei,György Dörner,-0.6476939037729498,8,2
10244,Joël Arnaud,Norbert Brondeau,-0.6476939037729498,8,2
10245,Rachel Gibert,Norbert Brondeau,-0.6476939037729498,8,2
10246,Sandro Pécout,Norbert Brondeau,-0.6476939037729498,8,2
10247,Alexandre Laigner,Godehard Giese,24.30477835551978,95,3
10248,Dorothée Brière,Godehard Giese,24.30477835551978,95,3
10249,Jean-Pierre Loustau,Godehard Giese,24.30477835551978,95,3
10250,Stéphane Rouabah,Godehard Giese,24.30477835551978,95,3
10251,Mike Sale,Lance Henriksen,100.9264882866083,336,5
10252,Ralf Steel,Lance Henriksen,100.9264882866083,336,5
10253,Beat Gärtner,Axel Milberg,78.05888499445149,385,4
10254,Vincenzo Biagi,Axel Milberg,78.05888499445149,385,4
10255,Colin Solman,Christian Steyer,-4.904222608134036,8,2
10256,William Oliver Watkins,Monique Gabriela Curnen,-1.3635460959822672,33,3
10257,Eden,Ponnambalam,2.2136962463445076,34,3
10258,Manisha Shree,Ponnambalam,2.2136962463445076,34,3
10259,Vivanth,Ponnambalam,2.2136962463445076,34,3
10260,Hemant Birje,Paresh Rawal,45.35557626939415,179,4
10261,Robin Ghai,Paresh Rawal,45.35557626939415,179,4
10262,Yunus Parvez,Paresh Rawal,45.35557626939415,179,4
10263,Duffy Hudson,Laura Hayes,0.4559444197413772,11,2
10264,Jarell Jackson,Laura Hayes,0.4559444197413772,11,2
10265,Jeremy Marr Williams,Cheung Tat-Ming,23.579116757924957,109,3
10266,Melissa Lozoff,Cheung Tat-Ming,23.579116757924957,109,4
10267,Susan Loraine Anderson,Cheung Tat-Ming,23.579116757924957,109,4
10268,Denny Cagur,Kazuki Kitamura,30.476298930128678,627,5
10269,Tata Dado,Kazuki Kitamura,30.476298930128678,627,5
10270,Wendy Armoko,Kazuki Kitamura,30.476298930128678,627,5
10271,Cakir,Gurkan Uygun,2.0046605775045636,67,4
10272,Ezgi Ergin,Gurkan Uygun,2.0046605775045636,67,4
10273,Ozan Celik,Gurkan Uygun,2.0046605775045636,67,4
10274,Arzu Kökeng,Tilbe Saran,-1.0155733449443922,7,2
10275,Nergis Çorakçı,Tilbe Saran,-1.0155733449443922,7,2
10276,Nihat Alptuğ Altınkaya,Tilbe Saran,-1.0155733449443922,7,2
10277,Arcade Fire,Régine Chassagne,1.5595827432557041,14,2
10278,Sarah Neufeld,Régine Chassagne,1.5595827432557041,14,2
10279,Kendrick Lamar,Régine Chassagne,1.5595827432557041,14,2
10280,H.T. Altman,Max Hauser,-4.554658805851328,8,2
10281,Jennifer Nguyen,Max Hauser,-4.554658805851328,8,2
10282,Mackenzie Meehan,Jim O'Heir,8.243874322848862,132,4
10283,Sean Christopher Lewis,Jim O'Heir,8.243874322848862,132,4
10284,Aristeidis Antonas,Vangelis Mourikis,5.046837942383641,36,3
10285,Elias Petropoulos,Vangelis Mourikis,5.046837942383641,36,3
10286,Michalis Genitsaris,Vangelis Mourikis,5.046837942383641,36,3
10287,Pradeep Balaji,Sakshi Agarwal,-4.518027528073859,10,2
10288,Siddhu GRN,Sakshi Agarwal,-4.518027528073859,10,2
10289,Abolghasem Sobhani,Jafar Panahi,-2.9549315689444193,19,3
10290,Azadeh Torabi,Jafar Panahi,-2.9549315689444193,19,3
10291,Hadi Saeedi,Jafar Panahi,-2.9549315689444193,19,3
10292,Christopher Stills,Sofia Essaïdi,-1.0155733449443922,7,2
10293,Florian Étienne,Sofia Essaïdi,-1.0155733449443922,7,2
10294,Dana Salah,Katie Wallack,-0.27981446260150744,9,2
10295,Hannah Spool,Katie Wallack,-0.27981446260150744,9,2
10296,Kristen Penza,Katie Wallack,-0.27981446260150744,9,2
10297,Nicola Carreon,Katie Wallack,-0.27981446260150744,9,2
10298,Bükre Atala,Demet Akbag,8.974220002598337,345,5
10299,Fatma Karanfil,Demet Akbag,8.974220002598337,345,5
10300,Rafał Dajbor,Arkadiusz Detmer,-4.168463725791152,10,2
10301,Włodzimierz Matuszak,Arkadiusz Detmer,-4.168463725791152,10,2
10302,Kai Brandon Ly,Chiara Zanni,18.279392963229547,118,5
10303,Kat Redstone,Chiara Zanni,18.279392963229547,118,5
10304,Seon Kyeong,Wi Ji-Woong,-3.2211355309241263,33,5
10305,Wi Ji-woong,Wi Ji-Woong,-3.2211355309241263,33,5
10306,Yoon Jeong-I,Wi Ji-Woong,-3.2211355309241263,33,5
10307,Amit Pachori,Paresh Rawal,45.65853491895541,173,3
10308,Sapna,Paresh Rawal,45.65853491895541,173,3
10309,Ghanem Zrelli,Hichem Yacoubi,-2.926888874719881,22,3
10310,Mariam Al Ferjani,Hichem Yacoubi,-2.926888874719881,22,3
10311,Noomane Hamda,Hichem Yacoubi,-2.926888874719881,22,3
10312,Diana Mórová,Lukáš Latinák,1.1917033020842618,13,2
10313,Petra Polnišová,Lukáš Latinák,1.1917033020842618,13,2
10314,Zuzana Sebova,Lukáš Latinák,1.1917033020842618,13,2
10315,Brittney Ham,Joe Estevez,55.41267830166247,567,5
10316,Nelson Carter-Leis,Ingrid Nilson,0.4559444197413772,11,2
10317,Vanessa Walsh,Ingrid Nilson,0.4559444197413772,11,2
10318,Jena Skodje,Daniel Arnold,-1.3834527861158346,6,2
10319,Layton Keely,Daniel Arnold,-1.3834527861158346,6,2
10320,Flor Joglar de Gracia,Jorge Perugorría,21.243116164188855,286,5
10321,Vienna Philharmonic,Anna Netrebko,31.60906718102626,208,4
10322,Lucas Handley,Richard Roxburgh,19.664837892964197,230,5
10323,Valerie Taylor,Richard Roxburgh,19.664837892964197,230,5
10324,Duane Langley,Harold Perrineau,18.59157461127529,242,5
10325,Lorene Scafaria,Harold Perrineau,18.59157461127529,242,5
10326,Matthew Biancaniello,Harold Perrineau,18.59157461127529,242,5
10327,Ray Jarrell,Jonathan Ames,-4.012211559345474,20,3
10328,Sara Berkowitz,Harold Perrineau,18.59157461127529,242,5
10329,Lorenzo James Henrie,Madalyn Horcher,-3.028194124499356,15,2
10330,Tristan Jarred,Madalyn Horcher,-3.028194124499356,15,2
10331,Richard Barber,Tony Robinson,-4.168463725791152,10,2
10332,Thomas Bridwell,Tony Robinson,-4.168463725791152,10,2
10333,Ayden Mayeri,Brandon Slagle,18.290497824555565,72,3
10334,Brando Abro,Brandon Slagle,18.290497824555565,72,3
10335,Simon Sion Ebrahimi,Brandon Slagle,18.290497824555565,72,3
10336,Klaudia Bulka,Magdalena Berus,-0.6476939037729498,8,2
10337,Michal Trzeciakowski,Magdalena Berus,-0.6476939037729498,8,2
10338,Nikodem Rozbicki,Magdalena Berus,-0.6476939037729498,8,2
10339,Clark Koelsch,Amy Lyndon,1.3863591695579518,27,2
10340,Jamie Hill,Amy Lyndon,1.3863591695579518,27,2
10341,Gary Bauer,Warren Beatty,2.8672337601672653,30,3
10342,Erica Baron,David Gulpilil,4.311079060040756,34,3
10343,James Kerley,David Gulpilil,4.311079060040756,34,3
10344,Marc Kay,David Gulpilil,4.311079060040756,34,3
10345,Beth Aynsley,Christopher Dane,-1.6564352443415598,69,4
10346,Iain Marshall,Christopher Dane,-1.6564352443415598,69,4
10347,Kate Madison,Christopher Dane,-1.6564352443415598,69,4
10348,Brett Emanuel,Edward DeRuiter,4.254565479977795,50,3
10349,Nick Bell,Edward DeRuiter,4.254565479977795,50,3
10350,Samantha Bowling,Edward DeRuiter,4.254565479977795,50,3
10351,Madeleine Connor,Cindy Cheung,-0.27981446260150744,9,2
10352,Simon Pearl,Cindy Cheung,-0.27981446260150744,9,2
10353,Isait De La Fuente,Vannessa Vasquez,0.08806497856993488,10,2
10354,Preston Douglass,Vannessa Vasquez,0.08806497856993488,10,2
10355,Samm Allen,Vannessa Vasquez,0.08806497856993488,10,2
10356,Sam Clemmett,Laurie Kynaston,-1.7513322272872769,5,2
10357,Jon Jacobs,Charlotte Lewis,-1.4921257976156665,23,2
10358,Julie Clay,Charlotte Lewis,-1.4921257976156665,23,3
10359,Katherine Hill,Charlotte Lewis,-1.4921257976156665,23,3
10360,Benedikte Lindbeck,Gard B. Eidsvold,3.2440720143038972,33,3
10361,Hanne Lindbæk,Gard B. Eidsvold,3.2440720143038972,33,3
10362,Ulrikke Hansen Døvigen,Gard B. Eidsvold,3.2440720143038972,33,3
10363,Caleb Jenson,Michael Flynn,4.199618563311592,47,3
10364,Dashiell Wolf,Michael Flynn,4.199618563311592,47,3
10365,Jennifer Finlayson Williams,Michael Flynn,4.199618563311592,47,3
10366,Joseph Paul Branca,Michael Flynn,4.199618563311592,47,3
10367,Chesley Calloway,Edward X. Young,2.618206965293418,37,3
10368,Elizabeth Lee,Edward X. Young,2.618206965293418,37,3
10369,Ivy Hong,Edward X. Young,2.618206965293418,37,3
10370,Victoria Simmonds,Richard Croft,1.285489596793199,59,3
10371,Charlotte Brode,Ferdinand Falsen Hiis,-1.7513322272872769,5,2
10372,Espen Granum,Ferdinand Falsen Hiis,-1.7513322272872769,5,2
10373,Brigitte Bourdeau,Brad Dourif,50.445510397457326,490,5
10374,Melissa Ferrer,Brad Dourif,50.445510397457326,490,5
10375,Susan Malick,Brad Dourif,50.445510397457326,490,5
10376,Azumi Suzuki,Yoshihiro Satô,2.295341625598589,16,2
10377,Kaoru Harusaki,Yoshihiro Satô,2.295341625598589,16,2
10378,Motofumi Takaya,Yoshihiro Satô,2.295341625598589,16,2
10379,Taiichi Hirabayashi,Yoshihiro Satô,2.295341625598589,16,2
10380,Osamu Tsuji,Hiroki Miyake,3.0311005079414737,18,2
10381,Suwa Masashi,Hiroki Miyake,3.0311005079414737,18,2
10382,Reni Takagi,Ai Hashimoto,30.46668919543001,280,4
10383,Shiori Tamai,Ai Hashimoto,30.46668919543001,280,4
10384,Dylan Mooney,Angell Conwell,1.606146836222762,39,3
10385,Shamari Berkley,Angell Conwell,1.606146836222762,39,3
10386,Sherial Mckinney,Angell Conwell,1.606146836222762,39,3
10387,Tanya Casole-Gouveia,Eric Spudic,0.09039648863928806,50,4
10388,Erwin Van Cotthem,Brian Cox,72.35862042980789,241,5
10389,Seth Kirsh,Brian Cox,72.35862042980789,241,5
10390,Igor Drljaca,Jasmin Geljo,0.08806497856993488,10,2
10391,Ensemble Planeta,Akira Terao,5.265058945651692,67,3
10392,James Onoda,Ryosuke Yamamoto,3.0311005079414737,18,2
10393,Mio Kudo,Ryosuke Yamamoto,3.0311005079414737,18,2
